110101,东城区,东城,110100
110102,西城区,西城,110100
110105,朝阳区,朝阳,110100
110106,丰台区,丰台,110100
110107,石景山区,石景山,110100
110108,海淀区,海淀,110100
110109,门头沟区,门头沟,110100
110111,房山区,房山,110100
110112,通州区,通州,110100
110113,顺义区,顺义,110100
110114,昌平区,昌平,110100
110115,大兴区,大兴,110100
110116,怀柔区,怀柔,110100
110117,平谷区,平谷,110100
110228,密云县,密云,110100
110229,延庆县,延庆,110100
120101,和平区,和平,120100
120102,河东区,河东,120100
120103,河西区,河西,120100
120104,南开区,南开,120100
120105,河北区,河北,120100
120106,红桥区,红桥,120100
120110,东丽区,东丽,120100
120111,西青区,西青,120100
120112,津南区,津南,120100
120113,北辰区,北辰,120100
120114,武清区,武清,120100
120115,宝坻区,宝坻,120100
120116,滨海新区,滨海,120100
120221,宁河县,宁河,120100
120223,静海县,静海,120100
120225,蓟县,蓟县,120100
130102,长安区,长安,130100
130103,桥东区,桥东,130100
130104,桥西区,桥西,130100
130105,新华区,新华,130100
130107,井陉矿区,井陉矿,130100
130108,裕华区,裕华,130100
130121,井陉县,井陉,130100
130123,正定县,正定,130100
130124,栾城县,栾城,130100
130125,行唐县,行唐,130100
130126,灵寿县,灵寿,130100
130127,高邑县,高邑,130100
130128,深泽县,深泽,130100
130129,赞皇县,赞皇,130100
130130,无极县,无极,130100
130131,平山县,平山,130100
130132,元氏县,元氏,130100
130133,赵县,赵县,130100
130181,辛集市,辛集,130100
130182,藁城市,藁城,130100
130183,晋州市,晋州,130100
130184,新乐市,新乐,130100
130185,鹿泉市,鹿泉,130100
130202,路南区,路南,130200
130203,路北区,路北,130200
130204,古冶区,古冶,130200
130205,开平区,开平,130200
130207,丰南区,丰南,130200
130208,丰润区,丰润,130200
130223,滦县,滦县,130200
130224,滦南县,滦南,130200
130225,乐亭县,乐亭,130200
130227,迁西县,迁西,130200
130229,玉田县,玉田,130200
130230,曹妃甸区,曹妃甸,130200
130281,遵化市,遵化,130200
130283,迁安市,迁安,130200
130302,海港区,海港,130300
130303,山海关区,山海关,130300
130304,北戴河区,北戴河,130300
130321,青龙满族自治县,青龙,130300
130322,昌黎县,昌黎,130300
130323,抚宁县,抚宁,130300
130324,卢龙县,卢龙,130300
130402,邯山区,邯山,130400
130403,丛台区,丛台,130400
130404,复兴区,复兴,130400
130406,峰峰矿区,峰峰矿,130400
130421,邯郸县,邯郸,130400
130423,临漳县,临漳,130400
130424,成安县,成安,130400
130425,大名县,大名,130400
130426,涉县,涉县,130400
130427,磁县,磁县,130400
130428,肥乡县,肥乡,130400
130429,永年县,永年,130400
130430,邱县,邱县,130400
130431,鸡泽县,鸡泽,130400
130432,广平县,广平,130400
130433,馆陶县,馆陶,130400
130434,魏县,魏县,130400
130435,曲周县,曲周,130400
130481,武安市,武安,130400
130502,桥东区,桥东,130500
130503,桥西区,桥西,130500
130521,邢台县,邢台,130500
